,Id,tm_Id,Name,Team,Nationality,Date of Birth,Height,Strong Foot,Position,Joined,Contract Expires,Followers
160241,164,160241,Kevin Akpoguma,TSG 1899 Hoffenheim,Germany Nigeria,"Apr 19, 1995","1,92 m",right,Defender - Centre-Back,"Jul 1, 2013",30.06.2024,3662
51676,165,51676,Ermin Bicakcic,TSG 1899 Hoffenheim,Bosnia-Herzegovina Germany,"Jan 24, 1990","1,85 m",right,Defender - Centre-Back,"Jul 1, 2014",30.06.2022,107338
605893,166,605893,Lucas Ribeiro,TSG 1899 Hoffenheim,Brazil,"Jan 19, 1999","1,90 m",right,Defender - Centre-Back,"Jan 28, 2019",30.06.2023,41625
148967,167,148967,Konstantinos Stafylidis,TSG 1899 Hoffenheim,Greece,"Dec 2, 1993","1,78 m",left,Defender - Left-Back,"Jul 1, 2019",30.06.2023,37960
143798,168,143798,Pavel Kaderabek,TSG 1899 Hoffenheim,Czech Republic,"Apr 25, 1992","1,82 m",right,Defender - Right-Back,"Jul 1, 2015",30.06.2023,no info
315604,169,315604,Diadie Samassékou,TSG 1899 Hoffenheim,Mali,"Jan 11, 1996","1,77 m",right,Midfielder - Defensive Midfield,"Aug 15, 2019",30.06.2024,41233
57051,170,57051,Sebastian Rudy,TSG 1899 Hoffenheim,Germany,"Feb 28, 1990","1,80 m",right,Midfielder - Defensive Midfield,"Jul 31, 2019",30.06.2020,241306
42234,171,42234,Havard Nordtveit,TSG 1899 Hoffenheim,Norway,"Jun 21, 1990","1,88 m",right,Midfielder - Defensive Midfield,"Jul 1, 2017",30.06.2022,42992
195736,172,195736,Florian Grillitsch,TSG 1899 Hoffenheim,Austria,"Aug 7, 1995","1,87 m",right,Midfielder - Central Midfield,"Jul 1, 2017",30.06.2022,no info
251309,173,251309,Dennis Geiger,TSG 1899 Hoffenheim,Germany,"Jun 10, 1998","1,72 m",right,Midfielder - Central Midfield,"Jul 1, 2016",30.06.2022,7364
443752,174,443752,Ilay Elmkies,TSG 1899 Hoffenheim,Israel,"Mar 10, 2000","1,72 m",no_info,Midfielder - Central Midfield,"Jan 13, 2020",30.06.2023,10686
68033,175,68033,Steven Zuber,TSG 1899 Hoffenheim,Switzerland,"Aug 17, 1991","1,82 m",right,Midfielder - Left Midfield,"Aug 14, 2014",30.06.2023,no info
324278,176,324278,Christoph Baumgartner,TSG 1899 Hoffenheim,Austria,"Aug 1, 1999","1,80 m",right,Midfielder - Attacking Midfield,"Jan 15, 2019",30.06.2023,8415
293281,177,293281,Jacob Bruun Larsen,TSG 1899 Hoffenheim,Denmark,"Sep 19, 1998","1,83 m",right,Forward - Left Winger,"Jan 31, 2020",30.06.2024,161667
125614,178,125614,Sargis Adamyan,TSG 1899 Hoffenheim,Armenia,"May 23, 1993","1,84 m",right,Forward - Left Winger,"Jul 1, 2019",30.06.2022,17552
270393,179,270393,Robert Skov,TSG 1899 Hoffenheim,Denmark,"May 20, 1996","1,85 m",left,Forward - Right Winger,"Jul 29, 2019",30.06.2024,33361
237164,180,237164,Ihlas Bebou,TSG 1899 Hoffenheim,Togo Germany,"Apr 23, 1994","1,85 m",right,Forward - Right Winger,"Jul 1, 2019",30.06.2023,22382
46580,181,46580,Andrej Kramaric,TSG 1899 Hoffenheim,Croatia,"Jun 19, 1991","1,77 m",right,Forward - Centre-Forward,"Jul 1, 2016",30.06.2022,361043
111039,182,111039,Ishak Belfodil,TSG 1899 Hoffenheim,Algeria France,"Jan 12, 1992","1,91 m",right,Forward - Centre-Forward,"Jul 1, 2018",30.06.2022,no info
145866,183,145866,Munas Dabbur,TSG 1899 Hoffenheim,Israel,"May 14, 1992","1,82 m",right,Forward - Centre-Forward,"Jan 7, 2020",30.06.2024,101387
578392,184,578392,Maximilian Beier,TSG 1899 Hoffenheim U19,Germany,"Oct 17, 2002","1,83 m",no_info,Forward - Centre-Forward,"Jul 1, 2019",30.06.2023,no info
24112,185,24112,Rune Jarstein,Hertha BSC,Norway,"Sep 29, 1984","1,92 m",right,Goalkeeper,"Jan 1, 2014",30.06.2021,no info
39732,186,39732,Thomas Kraft,Hertha BSC,Germany,"Jul 22, 1988","1,87 m",right,Goalkeeper,"Jul 1, 2011",30.06.2020,no info
342966,187,342966,Dennis Smarsch,Hertha BSC,Germany,"Jan 14, 1999","1,95 m",both,Goalkeeper,"Jul 1, 2018",30.06.2021,no info
162434,188,162434,Niklas Stark,Hertha BSC,Germany,"Apr 14, 1995","1,90 m",right,Defender - Centre-Back,"Aug 24, 2015",30.06.2022,46153
182579,189,182579,Karim Rekik,Hertha BSC,Netherlands Tunisia,"Dec 2, 1994","1,86 m",left,Defender - Centre-Back,"Jul 1, 2017",30.06.2021,72079
88262,190,88262,Dedryck Boyata,Hertha BSC,Belgium DR Congo,"Nov 28, 1990","1,88 m",right,Defender - Centre-Back,"Jul 1, 2019",30.06.2022,118862
227110,191,227110,Jordan Torunarigha,Hertha BSC,Germany Nigeria,"Aug 7, 1997","1,91 m",left,Defender - Centre-Back,"Dec 19, 2016",-,57802
296345,192,296345,Florian Baak,Hertha BSC,Germany,"Mar 18, 1999","1,91 m",right,Defender - Centre-Back,"Jul 1, 2017",30.06.2021,3778
282660,193,282660,Maximilian Mittelstädt,Hertha BSC,Germany,"Mar 18, 1997","1,80 m",left,Defender - Left-Back,"Aug 19, 2015",30.06.2023,30780
89592,194,89592,Marvin Plattenhardt,Hertha BSC,Germany,"Jan 26, 1992","1,81 m",left,Defender - Left-Back,"Jul 1, 2014",30.06.2023,54414
282577,195,282577,Lukas Klünter,Hertha BSC,Germany,"May 26, 1996","1,84 m",right,Defender - Right-Back,"Jul 1, 2018",30.06.2022,no info
51100,196,51100,Peter Pekarik,Hertha BSC,Slovakia,"Oct 30, 1986","1,77 m",right,Defender - Right-Back,"Aug 31, 2012",30.06.2020,no info
296397,197,296397,Arne Maier,Hertha BSC,Germany,"Jan 8, 1999","1,86 m",right,Midfielder - Defensive Midfield,"Jul 1, 2017",30.06.2022,26794
423436,198,423436,Santiago Ascacíbar,Hertha BSC,Argentina,"Feb 25, 1997","1,68 m",right,Midfielder - Defensive Midfield,"Jan 1, 2020",30.06.2024,72991
222813,199,222813,Marko Grujic,Hertha BSC,Serbia,"Apr 13, 1996","1,91 m",right,Midfielder - Central Midfield,"Jul 1, 2019",30.06.2020,424599
179643,200,179643,Vladimir Darida,Hertha BSC,Czech Republic,"Aug 8, 1990","1,72 m",right,Midfielder - Central Midfield,"Jul 18, 2015",30.06.2021,29191
18918,201,18918,Per Ciljan Skjelbred,Hertha BSC,Norway,"Jun 16, 1987","1,75 m",right,Midfielder - Central Midfield,"Sep 1, 2014",30.06.2020,no info
392149,202,392149,Julian Albrecht,Hertha BSC,Germany,"Aug 31, 2001","1,82 m",right,Midfielder - Central Midfield,"Jul 1, 2019",-,no info
315125,203,315125,Javairô Dilrosun,Hertha BSC,Netherlands Suriname,"Jun 22, 1998","1,75 m",left,Forward - Left Winger,"Jul 1, 2018",30.06.2022,30134
7971,204,7971,Salomon Kalou,Hertha BSC,Cote d'Ivoire,"Aug 5, 1985","1,84 m",right,Forward - Left Winger,"Aug 31, 2014",30.06.2020,287110
303259,205,303259,Dodi Lukebakio,Hertha BSC,Belgium DR Congo,"Sep 24, 1997","1,87 m",left,Forward - Right Winger,"Aug 1, 2019",30.06.2024,32817
193900,206,193900,Marius Wolf,Hertha BSC,Germany,"May 27, 1995","1,87 m",right,Forward - Right Winger,"Sep 2, 2019",30.06.2020,132210
126214,207,126214,Mathew Leckie,Hertha BSC,Australia,"Feb 4, 1991","1,81 m",right,Forward - Right Winger,"Jul 1, 2017",30.06.2021,33872
45662,208,45662,Alexander Esswein,Hertha BSC,Germany,"Mar 25, 1990","1,82 m",right,Forward - Right Winger,"Aug 26, 2016",30.06.2020,no info
300508,209,300508,Palko Dárdai,Hertha BSC,Germany Hungary,"Apr 24, 1999","1,80 m",left,Forward - Right Winger,"Jul 1, 2017",30.06.2021,12598
327757,210,327757,Krzysztof Piatek,Hertha BSC,Poland,"Jul 1, 1995","1,83 m",right,Forward - Centre-Forward,"Jan 30, 2020",30.06.2025,1316428
517894,211,517894,Matheus Cunha,Hertha BSC,Brazil,"May 27, 1999","1,84 m",right,Forward - Centre-Forward,"Jan 31, 2020",30.06.2024,154560
21175,212,21175,Vedad Ibisevic,Hertha BSC,Bosnia-Herzegovina United States,"Aug 6, 1984","1,88 m",right,Forward - Centre-Forward,"Jul 1, 2016",30.06.2020,50178
193877,213,193877,Pascal Köpke,Hertha BSC,Germany,"Sep 3, 1995","1,78 m",right,Forward - Centre-Forward,"Jul 1, 2018",30.06.2022,16307
362746,214,362746,Muhammed Kiprit,Hertha BSC,Turkey Germany,"Jul 9, 1999","1,84 m",both,Forward - Centre-Forward,"Jul 1, 2018",30.06.2021,7768
108880,215,108880,Koen Casteels,VfL Wolfsburg,Belgium,"Jun 25, 1992","1,97 m",left,Goalkeeper,"Jan 21, 2015",30.06.2024,no info
51977,216,51977,Pavao Pervan,VfL Wolfsburg,Austria,"Nov 13, 1987","1,94 m",both,Goalkeeper,"Jul 1, 2018",30.06.2021,no info
284346,217,284346,Phillip Menzel,VfL Wolfsburg,Germany,"Aug 18, 1998","1,92 m",right,Goalkeeper,"Jul 1, 2016",30.06.2021,no info
192268,218,192268,Niklas Klinger,VfL Wolfsburg,Germany,"Oct 13, 1995","1,87 m",right,Goalkeeper,"Jul 1, 2019",30.06.2020,no info
124732,219,124732,John Anthony Brooks,VfL Wolfsburg,United States Germany,"Jan 28, 1993","1,93 m",left,Defender - Centre-Back,"Jul 1, 2017",30.06.2022,58020
282144,220,282144,Marin Pongracic,VfL Wolfsburg,Croatia Germany,"Sep 11, 1997","1,90 m",right,Defender - Centre-Back,"Jan 15, 2020",30.06.2024,2376
94201,221,94201,Robin Knoche,VfL Wolfsburg,Germany,"May 22, 1992","1,90 m",right,Defender - Centre-Back,"Jul 1, 2012",30.06.2020,32518
170463,222,170463,Marcel Tisserand,VfL Wolfsburg,DR Congo France,"Jan 10, 1993","1,90 m",right,Defender - Centre-Back,"Jul 1, 2018",30.06.2022,64901
127076,223,127076,Jérôme Roussillon,VfL Wolfsburg,France Guadeloupe,"Jan 6, 1993","1,75 m",left,Defender - Left-Back,"Aug 6, 2018",30.06.2023,17291
221611,224,221611,Paulo Otávio,VfL Wolfsburg,Brazil,"Nov 23, 1994","1,73 m",left,Defender - Left-Back,"Jul 1, 2019",30.06.2023,7273
341710,225,341710,William,VfL Wolfsburg,Brazil,"Apr 3, 1995","1,76 m",right,Defender - Right-Back,"Jul 1, 2017",30.06.2022,no info
183321,226,183321,Kevin Mbabu,VfL Wolfsburg,Switzerland DR Congo,"Apr 19, 1995","1,84 m",right,Defender - Right-Back,"Jul 1, 2019",30.06.2023,54792
93704,227,93704,Josuha Guilavogui,VfL Wolfsburg,France Guinea,"Sep 19, 1990","1,88 m",right,Midfielder - Defensive Midfield,"Jul 1, 2016",30.06.2023,67166
58874,228,58874,Ignacio Camacho,VfL Wolfsburg,Spain,"May 4, 1990","1,82 m",right,Midfielder - Defensive Midfield,"Jul 8, 2017",30.06.2021,no info
117674,229,117674,Maximilian Arnold,VfL Wolfsburg,Germany,"May 27, 1994","1,84 m",left,Midfielder - Central Midfield,"Jan 1, 2013",30.06.2022,no info
223979,230,223979,Xaver Schlager,VfL Wolfsburg,Austria,"Sep 28, 1997","1,74 m",left,Midfielder - Central Midfield,"Jul 1, 2019",30.06.2023,no info
119277,231,119277,Yannick Gerhardt,VfL Wolfsburg,Germany,"Mar 13, 1994","1,84 m",left,Midfielder - Central Midfield,"Jul 1, 2016",30.06.2021,46823
293169,232,293169,Josip Brekalo,VfL Wolfsburg,Croatia,"Jun 23, 1998","1,75 m",right,Forward - Left Winger,"Jul 1, 2016",30.06.2023,72356
381724,233,381724,João Victor,VfL Wolfsburg,Brazil,"Mar 27, 1994","1,78 m",both,Forward - Left Winger,"Jul 1, 2019",30.06.2023,no info
194638,234,194638,Renato Steffen,VfL Wolfsburg,Switzerland,"Nov 3, 1991","1,70 m",left,Forward - Right Winger,"Jan 10, 2018",30.06.2021,no info
89591,235,89591,Felix Klaus,VfL Wolfsburg,Germany,"Sep 13, 1992","1,79 m",right,Forward - Right Winger,"Jul 1, 2018",30.06.2022,22088
289507,236,289507,Ismail Azzaoui,VfL Wolfsburg,Belgium Morocco,"Jan 6, 1998","1,77 m",right,Forward - Right Winger,"Aug 30, 2015",30.06.2020,no info
66058,237,66058,Admir Mehmedi,VfL Wolfsburg,Switzerland North Macedonia,"Mar 16, 1991","1,83 m",right,Forward - Second Striker,"Jan 31, 2018",30.06.2022,no info
228645,238,228645,Wout Weghorst,VfL Wolfsburg,Netherlands,"Aug 7, 1992","1,97 m",right,Forward - Centre-Forward,"Jul 1, 2018",30.06.2023,46321
79501,239,79501,Daniel Ginczek,VfL Wolfsburg,Germany,"Apr 13, 1991","1,91 m",right,Forward - Centre-Forward,"Jul 1, 2018",30.06.2022,no info
45672,240,45672,Kevin Trapp,Eintracht Frankfurt,Germany,"Jul 8, 1990","1,89 m",right,Goalkeeper,"Aug 7, 2019",30.06.2024,1855934
107775,241,107775,Frederik Rönnow,Eintracht Frankfurt,Denmark,"Aug 4, 1992","1,90 m",right,Goalkeeper,"Jul 1, 2018",30.06.2022,27395
44594,242,44594,Felix Wiedwald,Eintracht Frankfurt,Germany,"Mar 15, 1990 Happy Birthday","1,90 m",right,Goalkeeper,"Jul 1, 2018",30.06.2021,29241
10917,243,10917,Jan Zimmermann,Eintracht Frankfurt,Germany,"Apr 19, 1985","1,90 m",left,Goalkeeper,"Jul 1, 2017",30.06.2021,no info
371149,244,371149,Evan N'Dicka,Eintracht Frankfurt,France Cameroon,"Aug 20, 1999","1,92 m",left,Defender - Centre-Back,"Jul 5, 2018",30.06.2023,no info
85789,245,85789,Martin Hinteregger,Eintracht Frankfurt,Austria,"Sep 7, 1992","1,86 m",left,Defender - Centre-Back,"Aug 1, 2019",30.06.2024,no info
58178,246,58178,David Abraham,Eintracht Frankfurt,Argentina Italy,"Jul 15, 1986","1,88 m",right,Defender - Centre-Back,"Jul 2, 2015",30.06.2021,56757
16520,247,16520,Marco Russ,Eintracht Frankfurt,Germany,"Aug 4, 1985","1,90 m",right,Defender - Centre-Back,"Jul 1, 2013",30.06.2020,57823
93922,248,93922,Erik Durm,Eintracht Frankfurt,Germany,"May 12, 1992","1,83 m",right,Defender - Left-Back,"Jul 3, 2019",30.06.2023,389055
85906,249,85906,Danny da Costa,Eintracht Frankfurt,Germany Angola,"Jul 13, 1993","1,87 m",right,Defender - Right-Back,"Jul 1, 2017",30.06.2022,56
216181,250,216181,Almamy Touré,Eintracht Frankfurt,France Mali,"Apr 28, 1996","1,83 m",right,Defender - Right-Back,"Jan 31, 2019",30.06.2023,no info
49723,251,49723,Timothy Chandler,Eintracht Frankfurt,United States Germany,"Mar 29, 1990","1,86 m",right,Defender - Right-Back,"Jul 1, 2014",30.06.2022,no info
40074,252,40074,Stefan Ilsanker,Eintracht Frankfurt,Austria,"May 18, 1989","1,89 m",right,Midfielder - Defensive Midfield,"Jan 31, 2020",30.06.2022,28971
213670,253,213670,Lucas Torró,Eintracht Frankfurt,Spain,"Jul 19, 1994","1,90 m",right,Midfielder - Defensive Midfield,"Jul 5, 2018",30.06.2023,27384
20081,254,20081,Gelson Fernandes,Eintracht Frankfurt,Switzerland Cape Verde,"Sep 2, 1986","1,80 m",right,Midfielder - Defensive Midfield,"Jul 1, 2017",30.06.2020,42794
39259,255,39259,Makoto Hasebe,Eintracht Frankfurt,Japan,"Jan 18, 1984","1,80 m",right,Midfielder - Defensive Midfield,"Jul 1, 2014",30.06.2020,no info
336329,256,336329,Nils Stendera,Eintracht Frankfurt,Germany,"Sep 30, 2000","1,77 m",no_info,Midfielder - Defensive Midfield,"Jan 16, 2019",30.06.2022,no info
342100,257,342100,Sahverdi Cetin,Eintracht Frankfurt,Germany Turkey,"Sep 28, 2000","1,74 m",right,Midfielder - Defensive Midfield,"Oct 1, 2018",30.06.2020,9133
212723,258,212723,Djibril Sow,Eintracht Frankfurt,Switzerland Senegal,"Feb 6, 1997","1,84 m",right,Midfielder - Central Midfield,"Jul 1, 2019",30.06.2024,no info
118847,259,118847,Dominik Kohr,Eintracht Frankfurt,Germany,"Jan 31, 1994","1,83 m",right,Midfielder - Central Midfield,"Jul 3, 2019",30.06.2024,no info
44466,260,44466,Sebastian Rode,Eintracht Frankfurt,Germany,"Oct 11, 1990","1,79 m",right,Midfielder - Central Midfield,"Jul 27, 2019",30.06.2024,507598
31067,261,31067,Jonathan de Guzmán,Eintracht Frankfurt,Netherlands Canada,"Sep 13, 1987","1,73 m",right,Midfielder - Central Midfield,"Jul 10, 2017",30.06.2020,78878
419255,262,419255,Marijan Cavar,Eintracht Frankfurt,Bosnia-Herzegovina Croatia,"Feb 2, 1998","1,84 m",right,Midfielder - Central Midfield,"Jan 19, 2018",30.06.2021,no info
161011,263,161011,Filip Kostic,Eintracht Frankfurt,Serbia,"Nov 1, 1992","1,84 m",left,Midfielder - Left Midfield,"Jul 1, 2019",30.06.2023,no info
356141,264,356141,Daichi Kamada,Eintracht Frankfurt,Japan,"Aug 5, 1996","1,80 m",right,Midfielder - Attacking Midfield,"Jul 1, 2017",30.06.2021,32615
215864,265,215864,Mijat Gacinovic,Eintracht Frankfurt,Serbia Bosnia-Herzegovina,"Feb 8, 1995","1,75 m",right,Midfielder - Attacking Midfield,"Aug 12, 2015",30.06.2022,no info
406604,266,406604,Patrick Finger,Eintracht Frankfurt,Germany,"Jan 1, 2001","1,66 m",left,Midfielder - Attacking Midfield,"Feb 1, 2019",30.06.2020,no info
198008,267,198008,André Silva,Eintracht Frankfurt,Portugal,"Nov 6, 1995","1,84 m",right,Forward - Centre-Forward,"Sep 2, 2019",30.06.2021,1647097
181547,268,181547,Gonçalo Paciência,Eintracht Frankfurt,Portugal,"Aug 1, 1994","1,84 m",right,Forward - Centre-Forward,"Jul 12, 2018",30.06.2023,221322
56331,269,56331,Bas Dost,Eintracht Frankfurt,Netherlands,"May 31, 1989","1,96 m",right,Forward - Centre-Forward,"Aug 26, 2019",30.06.2022,no info
260053,270,260053,Jiri Pavlenka,SV Werder Bremen,Czech Republic,"Apr 14, 1992","1,96 m",right,Goalkeeper,"Jul 1, 2017",30.06.2021,46460
68410,271,68410,Stefanos Kapino,SV Werder Bremen,Greece,"Mar 18, 1994","1,96 m",right,Goalkeeper,"Aug 1, 2018",-,no info
335997,272,335997,Luca Plogmann,SV Werder Bremen,Germany,"Mar 10, 2000","1,89 m",both,Goalkeeper,"Jul 1, 2018",30.06.2021,no info
84435,273,84435,Kevin Vogt,SV Werder Bremen,Germany,"Sep 23, 1991","1,94 m",right,Defender - Centre-Back,"Jan 12, 2020",30.06.2020,no info
202228,274,202228,Milos Veljkovic,SV Werder Bremen,Serbia Switzerland,"Sep 26, 1995","1,88 m",both,Defender - Centre-Back,"Feb 1, 2016",30.06.2022,no info
43512,275,43512,Ömer Toprak,SV Werder Bremen,Turkey Germany,"Jul 21, 1989","1,87 m",right,Defender - Centre-Back,"Aug 11, 2019",30.06.2020,45845
156990,276,156990,Marco Friedl,SV Werder Bremen,Austria,"Mar 16, 1998","1,87 m",left,Defender - Centre-Back,"Jul 1, 2019",30.06.2022,no info
5017,277,5017,Niklas Moisander,SV Werder Bremen,Finland,"Sep 29, 1985","1,83 m",left,Defender - Centre-Back,"Jul 9, 2016",30.06.2021,no info
39094,278,39094,Sebastian Langkamp,SV Werder Bremen,Germany,"Jan 15, 1988","1,91 m",right,Defender - Centre-Back,"Jan 31, 2018",30.06.2020,no info
58396,279,58396,Christian Groß,SV Werder Bremen II,Germany,"Feb 8, 1989","1,82 m",both,Defender - Centre-Back,"Jul 1, 2018",30.06.2021,no info
170646,280,170646,Ludwig Augustinsson,SV Werder Bremen,Sweden,"Apr 21, 1994","1,81 m",left,Defender - Left-Back,"Jul 1, 2017",30.06.2022,59344
51346,281,51346,Michael Lang,SV Werder Bremen,Switzerland,"Feb 8, 1991","1,85 m",right,Defender - Right-Back,"Aug 29, 2019",30.06.2020,no info
60632,282,60632,Theodor Gebre Selassie,SV Werder Bremen,Czech Republic Ethiopia,"Dec 24, 1986","1,81 m",right,Defender - Right-Back,"Jul 1, 2012",30.06.2021,no info
379879,283,379879,Simon Straudi,SV Werder Bremen,Italy,"Jan 27, 1999","1,76 m",right,Defender - Right-Back,"Jul 1, 2019",30.06.2022,no info
31095,284,31095,Nuri Sahin,SV Werder Bremen,Turkey Germany,"Sep 5, 1988","1,80 m",left,Midfielder - Defensive Midfield,"Aug 31, 2018",30.06.2020,no info
42033,285,42033,Philipp Bargfrede,SV Werder Bremen,Germany,"Mar 3, 1989","1,74 m",right,Midfielder - Defensive Midfield,"Jul 1, 2009",30.06.2022,no info
381753,286,381753,Ilia Gruev,SV Werder Bremen,Bulgaria Germany,"May 6, 2000","1,85 m",right,Midfielder - Defensive Midfield,"Jul 1, 2019",30.06.2020,1415
190284,287,190284,Maximilian Eggestein,SV Werder Bremen,Germany,"Dec 8, 1996","1,81 m",right,Midfielder - Central Midfield,"Jul 1, 2015",30.06.2023,no info
182932,288,182932,Davy Klaassen,SV Werder Bremen,Netherlands,"Feb 21, 1993","1,79 m",right,Midfielder - Central Midfield,"Jul 27, 2018",30.06.2022,287665
94137,289,94137,Kevin Möhwald,SV Werder Bremen,Germany,"Jul 3, 1993","1,83 m",right,Midfielder - Central Midfield,"Jul 1, 2018",30.06.2021,30766
93844,290,93844,Leonardo Bittencourt,SV Werder Bremen,Germany Brazil,"Dec 19, 1993","1,70 m",right,Midfielder - Attacking Midfield,"Sep 2, 2019",30.06.2020,151064
291739,291,291739,Milot Rashica,SV Werder Bremen,Kosovo Albania,"Jun 28, 1996","1,77 m",right,Forward - Left Winger,"Jan 31, 2018",30.06.2022,268968
251303,292,251303,Johannes Eggestein,SV Werder Bremen,Germany,"May 8, 1998","1,83 m",right,Forward - Right Winger,"Jul 1, 2016",30.06.2022,no info
388058,293,388058,Benjamin Goller,SV Werder Bremen,Germany,"Jan 1, 1999","1,80 m",right,Forward - Right Winger,"Jul 1, 2019",-,no info
342165,294,342165,David Philipp,SV Werder Bremen,Germany,"Apr 10, 2000","1,80 m",both,Forward - Right Winger,"Jul 1, 2019",30.06.2022,no info
36207,295,36207,Fin Bartels,SV Werder Bremen,Germany,"Feb 7, 1987","1,76 m",right,Forward - Second Striker,"Jul 1, 2014",30.06.2020,no info
178459,296,178459,Davie Selke,SV Werder Bremen,Germany,"Jan 20, 1995","1,94 m",right,Forward - Centre-Forward,"Jan 31, 2020",30.06.2021,129718
393325,297,393325,Josh Sargent,SV Werder Bremen,United States,"Feb 20, 2000","1,85 m",right,Forward - Centre-Forward,"Jul 1, 2018",30.06.2022,60837
75489,298,75489,Niclas Füllkrug,SV Werder Bremen,Germany,"Feb 9, 1993","1,89 m",right,Forward - Centre-Forward,"Jul 1, 2019",30.06.2023,29740
108650,299,108650,Yuya Osako,SV Werder Bremen,Japan,"May 18, 1990","1,82 m",right,Forward - Centre-Forward,"Jul 1, 2018",30.06.2022,197089
532,300,532,Claudio Pizarro,SV Werder Bremen,Peru Italy,"Oct 3, 1978","1,84 m",right,Forward - Centre-Forward,"Jul 29, 2018",30.06.2020,215669
455661,301,455661,Nick Woltemade,SV Werder Bremen U19,Germany,"Feb 14, 2002","1,98 m",right,Forward - Centre-Forward,"Jul 1, 2019",30.06.2021,14066
284769,302,284769,Florian Müller,1.FSV Mainz 05,Germany,"Nov 13, 1997","1,92 m",left,Goalkeeper,"Jul 1, 2017",30.06.2022,no info
160963,303,160963,Robin Zentner,1.FSV Mainz 05,Germany,"Oct 28, 1994","1,95 m",right,Goalkeeper,"Jul 1, 2014",30.06.2023,no info
211530,304,211530,Omer Hanin,1.FSV Mainz 05,Israel Portugal,"May 14, 1998","1,92 m",both,Goalkeeper,"Jul 1, 2019",30.06.2023,2742
251299,305,251299,Finn Dahmen,1.FSV Mainz 05,Germany England,"Mar 27, 1998","1,88 m",right,Goalkeeper,"Jul 1, 2018",30.06.2023,no info
291200,306,291200,Moussa Niakhaté,1.FSV Mainz 05,France Mali,"Mar 8, 1996","1,90 m",left,Defender - Centre-Back,"Jul 7, 2018",30.06.2023,no info
288253,307,288253,Jeremiah St. Juste,1.FSV Mainz 05,Netherlands St. Kitts & Nevis,"Oct 19, 1996","1,86 m",right,Defender - Centre-Back,"Aug 7, 2019",30.06.2023,64344
